x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
0.0,0.0,0.0,-0.14693204797879122,-0.06413845001469788,-0.052139240541028184,-0.24315854770394468,-0.21386250080407834,-0.07357821031351269,-0.28591338195591964,-0.35325996987518615,-0.10399688747088892,-0.30434698619075984,-0.47669602694350777,-0.13232333767779242,-0.2319029096906594,-0.4743376548791263,0.03179178142522087,-0.25015651789444576,-0.7023720478127046,-0.004412002142386556,-0.2632528835566187,-0.8347326709603824,-0.04877573478411833,-0.27476974453851866,-0.9575227865363893,-0.08718335399327812,-0.15872905756620712,-0.482453166912194,0.019304286732958854,-0.18877127084174616,-0.6885034075536838,-0.06297897371088279,-0.231878452944564,-0.6452791483683173,-0.13875912675121202,-0.26016268394259096,-0.5816505095141558,-0.17752616299901658,-0.090161140725173,-0.46999233666186163,-0.00371849902462602,-0.10679401793164624,-0.6721564367826528,-0.0796444767158393,-0.16088897572242059,-0.6147717445374481,-0.13707095533183208,-0.19126345484903995,-0.5151658538583298,-0.15997143118267387,-0.011343927652077514,-0.43753476688850423,-0.03196575416471307,-0.03441023870698418,-0.5929918940109545,-0.08399393912427826,-0.0879273134584147,-0.5719438943560093,-0.11774586121161967,-0.12501904477647174,-0.49896680365853685,-0.13480621801558862
0.0,0.0,0.0,-0.1451115804686462,-0.06701548171554503,-0.04625550303494175,-0.24449633081053224,-0.22303136937882406,-0.06423196829027794,-0.2866123315812472,-0.36943597392038985,-0.09107474542708782,-0.30062868315876523,-0.49154803471143615,-0.1154010207470511,-0.2275122076623846,-0.4806989930653856,0.030093689655190402,-0.24289454232710417,-0.7075163460209413,-0.004245357718138379,-0.2555590653988708,-0.8394441935632538,-0.04433495085260736,-0.26748407241505856,-0.9602598225025625,-0.07871233710233405,-0.15411515226105293,-0.4874360659888518,0.017326991553355202,-0.1809696625520512,-0.6888860218642707,-0.060471607533777005,-0.2246360270976383,-0.6500084846625005,-0.1269473459466725,-0.2525333019215712,-0.585837206658359,-0.15881915431772625,-0.08492955934270793,-0.4736839045851736,-0.005215945189272946,-0.10007232498282959,-0.6719802312545395,-0.0756884299719966,-0.15349317571030213,-0.6184816143537792,-0.12278162790656474,-0.18321815718166914,-0.5217739503105052,-0.13890938177424914,-0.0066753343958355655,-0.43970888599395486,-0.03283742841674969,-0.029083048422706426,-0.591416137832075,-0.08005925330190217,-0.0834417296352924,-0.5739430272934181,-0.1070792414410835,-0.12140125743032967,-0.5048686530500169,-0.1188471465679135
0.0,0.0,0.0,-0.14638887402185807,-0.06771256368272122,-0.039896790035422465,-0.24564011200685665,-0.22753444754525173,-0.05479052973701354,-0.2867260175453601,-0.375279335983536,-0.07988135870579176,-0.29789093387111476,-0.4953277417143567,-0.10295205296582588,-0.2227870219994617,-0.4823669828974636,0.03305913021166576,-0.23639930035202078,-0.7091324023694128,-0.00026709963234131215,-0.24888132816448466,-0.8421362772027946,-0.03819177047409135,-0.2607679577131725,-0.962689858196783,-0.0709838916686586,-0.1500434391871653,-0.4888426437639652,0.017251050798206106,-0.1776012195938786,-0.6880967375417726,-0.06056511686156306,-0.224217188699623,-0.6497566601987546,-0.12473869400735031,-0.25415477104057577,-0.5841388883252702,-0.1545572170493435,-0.08107367196438192,-0.4753279744467229,-0.007858399994825384,-0.09794600366704265,-0.669367680144722,-0.07909989208617099,-0.1546206743000162,-0.6136316252146662,-0.12495704322484147,-0.18651754397184966,-0.5164089810144584,-0.1398217971097649,-0.003551830904660209,-0.4417809519271207,-0.037462831294144544,-0.027867914355697992,-0.5893264136011811,-0.0861409211526628,-0.08394700351447267,-0.5675502355305279,-0.11325743784114897,-0.12271317915739816,-0.4960442785811267,-0.12469679039249873
0.0,0.0,0.0,-0.14416764503100582,-0.06622016235592038,-0.04134913352761359,-0.24242478113691607,-0.22431501217485045,-0.057171577899332554,-0.28358978817346725,-0.370291895500797,-0.0827403936368866,-0.2963968269439229,-0.4912290185771402,-0.10582105855946082,-0.2188515057470921,-0.4842481941918091,0.031025204694171197,-0.23064270103421627,-0.7115470852343224,-0.0027445607643342422,-0.24311370607198363,-0.8438768569356057,-0.03992560911256403,-0.25448714664154215,-0.9643364013420568,-0.07179127758624648,-0.1467256845849221,-0.49031159199528507,0.016116841144042056,-0.17523853728564792,-0.6874466534050949,-0.06267738138390529,-0.22576753896418947,-0.6449024330395562,-0.12557958193755983,-0.2575667765953935,-0.5763015668129889,-0.1536125970473782,-0.07873781377508536,-0.4767411766805712,-0.008123127333651545,-0.09586233841070227,-0.6680054950333236,-0.0799426932513991,-0.15439648523886515,-0.6074656512048731,-0.12415682369013242,-0.18674575271056137,-0.508548017033308,-0.13716909813562966,-0.0017029677336576478,-0.44308760269794945,-0.036973445950576986,-0.027184649395544894,-0.5865884096444367,-0.08562605288327187,-0.08425206997848857,-0.5610498394416117,-0.11162321088616345,-0.12300499211918912,-0.48868788591694734,-0.12159111347767451
0.0,0.0,0.0,-0.14490902511303097,-0.06400192458133663,-0.043828047872664366,-0.24224468075948147,-0.2176355202847277,-0.061111072515888744,-0.2840082395904945,-0.35964470289808115,-0.08723618999611742,-0.2996129890443696,-0.480199913567972,-0.11048755596898274,-0.21866405312481768,-0.4849049177134219,0.02742194178563364,-0.22991720714649588,-0.7122963900282684,-0.007641333646499353,-0.242088718136647,-0.8441678546309281,-0.045073323385110164,-0.25223925802338976,-0.9645927295289014,-0.07642529166583778,-0.14630816279503683,-0.4918114613984059,0.01403675774460305,-0.17395376471838447,-0.6883535088039712,-0.06408846630876339,-0.22579340897500264,-0.6465346353368134,-0.1250118316452754,-0.2576471673558398,-0.5783437791177801,-0.15136831961742603,-0.07809680562385053,-0.4789043106944474,-0.008947049141231643,-0.09358907689494529,-0.6685700769404614,-0.07939991663399756,-0.1530365184847362,-0.6119899658969652,-0.12114058847302558,-0.18661732864295424,-0.5180639470819974,-0.1325568925130855,-0.0010437717859010866,-0.4456113939765099,-0.03689208475877878,-0.026327800762708208,-0.5859172056068187,-0.08394889626416957,-0.08390284382285022,-0.5612095905376053,-0.10777108191371833,-0.1235249296115043,-0.4916680992456762,-0.1159566314051331
0.0,0.0,0.0,-0.14294572462657923,-0.06238952702976856,-0.04481629128825661,-0.24009743335420286,-0.21476972974155434,-0.06263697556017768,-0.28392621722640676,-0.3552681063104731,-0.08931586511475759,-0.3024520842255604,-0.47614378557751774,-0.11302070411814732,-0.2162206246243652,-0.4833662449112387,0.027087849213347816,-0.22857764718706766,-0.7123240533029879,-0.009090903824013981,-0.2419285593656443,-0.8442449465013204,-0.046792246245662555,-0.25204616313798084,-0.9645386228392987,-0.07802360575368693,-0.14451110511809404,-0.4912603005596034,0.013698193486750705,-0.1729927897758137,-0.6883092855855257,-0.06641952698023823,-0.22899659559634417,-0.6442192274910247,-0.1276909766542025,-0.2626423126699948,-0.5744463188340201,-0.15343561363686445,-0.07670163313319336,-0.47916431465956627,-0.009566103745713973,-0.09292574930482497,-0.669132218525831,-0.08210673869366938,-0.15644038487554573,-0.6098767997490858,-0.12417141207672745,-0.19194666176464192,-0.515439859329023,-0.13485768028763406,0.00013628811386511702,-0.44653226235278887,-0.03780816126455508,-0.026781747471186078,-0.5875823737102011,-0.08648948969977846,-0.08673338096581867,-0.5618233659630578,-0.11070183605008688,-0.12747064455080437,-0.4919797346209638,-0.11848874868966712
0.0,0.0,0.0,-0.14120862756756428,-0.06333212503073102,-0.04659353575703368,-0.23875300287571022,-0.21319760356792067,-0.06672393798613802,-0.28458527054969973,-0.35066591211972536,-0.09603424617857168,-0.3042799311868677,-0.47599335639579365,-0.12266731348448129,-0.21485301535767093,-0.48240765654182816,0.027181972618342414,-0.22869805005056143,-0.7106696386327548,-0.010151385504326699,-0.24242299252379992,-0.8431541325884644,-0.05047924906688023,-0.252549081184172,-0.9638600492557529,-0.08441590678669292,-0.1441767144372344,-0.4901532634570189,0.012854123301193362,-0.1770496648514795,-0.6886423102066068,-0.07007371745737104,-0.23335787197530244,-0.6449633143875918,-0.13763265561670546,-0.26752321357462394,-0.5767785127101321,-0.16845490504298113,-0.0773578831158655,-0.4782018289992368,-0.011488855742623729,-0.09622439300883079,-0.6707714898929754,-0.08690322813383142,-0.15962185685830488,-0.6139292438548651,-0.13634440135580908,-0.19476195832891308,-0.5193235447972429,-0.15253131459611977,-0.00012055288100592967,-0.4461577269190478,-0.04072370799148542,-0.029832490575688195,-0.5896273755318631,-0.0928886851324596,-0.09133402035310359,-0.5654302192552234,-0.12295909949515337,-0.13339731349319311,-0.4945917637544624,-0.1356027517308547
0.0,0.0,0.0,-0.13831586835051113,-0.060076923601663515,-0.051678932695126446,-0.23693686930538083,-0.20428993948919946,-0.07540585674898287,-0.285724737637971,-0.3399469974076125,-0.10770752830261751,-0.3043945639339832,-0.4698381073357782,-0.13721015571534828,-0.21573686903292122,-0.47856369358385425,0.024498728591244873,-0.22978535092634228,-0.7085772585523984,-0.014014535394352799,-0.24281916110703214,-0.8414638123413375,-0.056037615270082636,-0.25169321285443613,-0.9634183762189013,-0.09159544097984787,-0.14499976138910486,-0.48713733780732604,0.01182173205639141,-0.18148110603524686,-0.6862616358713752,-0.07191221436978931,-0.2346925537798621,-0.6415000782372325,-0.14232929015831697,-0.26585023235822536,-0.5754747113437173,-0.1759400240848379,-0.07833850720457985,-0.47643415285875856,-0.01128289333008793,-0.0985759938196457,-0.670553117614608,-0.08761742657664778,-0.15819279094868516,-0.6160382208907693,-0.1398533457157134,-0.19031644430266065,-0.5229667442576282,-0.15854632696982068,-0.0005342362181437225,-0.44642861186635574,-0.039617269824055015,-0.03240660367396539,-0.5918909071680487,-0.09267406142327089,-0.0917260190048232,-0.568533762634639,-0.1246350338700074,-0.13166576132332042,-0.4976350558200021,-0.13917756831846517
0.0,0.0,0.0,-0.13771304235392454,-0.056350446990329574,-0.05452121600984274,-0.23768221780901091,-0.20066931089487475,-0.07898373672200437,-0.2875685072896584,-0.33798634608732653,-0.11133246362162058,-0.3062927881234137,-0.46898575592730135,-0.14067679176459008,-0.21681533805568476,-0.47847640024756466,0.021603231391089692,-0.23050918862320618,-0.7090216050143239,-0.01710742480968409,-0.24343842757421041,-0.8413028267353881,-0.058752551037156674,-0.25259683289429385,-0.9629874079983782,-0.0938149585517918,-0.14480355058882022,-0.4870877604324303,0.010479081127092022,-0.1801172339651155,-0.6857034223440563,-0.07281558718469403,-0.23134847946183112,-0.6430496529356458,-0.14216512304787732,-0.2615298637675604,-0.5792908695060719,-0.17516190370771195,-0.07699926899267788,-0.4760622295006531,-0.011271735275541164,-0.09629690885401293,-0.6697731194258099,-0.0880199753751817,-0.15298463655545552,-0.6142357458618601,-0.13887944210533998,-0.18337127417587148,-0.5215234495489444,-0.15647953347202956,0.0017595522311757406,-0.4463815176198689,-0.038439461786186825,-0.029610083409722654,-0.5936380580549656,-0.09171880769019919,-0.08570861780504994,-0.5689721495296856,-0.12232467676942356,-0.12273613133363483,-0.4977176547325516,-0.13567238104691642
0.0,0.0,0.0,-0.14016908623383967,-0.05832313167005973,-0.04919918666536721,-0.2400822297876682,-0.2045467709960121,-0.07100199750830709,-0.2898352642696529,-0.3418960490899715,-0.10182622785393322,-0.3071327770635154,-0.471423333059306,-0.1300556624889723,-0.21391117626288975,-0.4808819354797722,0.02659223431606613,-0.22878987920718494,-0.7115501652956375,-0.011095526651995617,-0.24356750831945645,-0.8432682248261443,-0.05209614957991115,-0.2545166451807481,-0.9631196306471748,-0.08686436354991027,-0.14339438658414444,-0.489301107267184,0.012742782150348304,-0.179081411458402,-0.6883947438972073,-0.07098011594025427,-0.23529483370488646,-0.643144429007376,-0.1408022380682021,-0.26902268309618915,-0.5754063136485391,-0.1737475593887081,-0.07653291603470072,-0.4780849114159734,-0.011378544224580303,-0.09618872415593877,-0.6714470351332663,-0.08883608415038824,-0.15755339359102077,-0.6152748668366514,-0.14159255193603598,-0.1906461596438086,-0.5206792512846307,-0.16016898282482483,0.0017840496914092304,-0.44798253124646786,-0.04036903651564011,-0.030858716981342932,-0.5936030936288198,-0.09503670562615243,-0.08974280494880035,-0.5682598172179039,-0.12736256715221475,-0.12842073473164814,-0.495907296406072,-0.14167880218915604
